1	1	3	0	0	1
1	2	4	0	1	1
1	3	5	1	0	1
2	4	3	0	1	1
2	5	4	1	0	1
2	6	5	0	1	1
2	7	6	1	0	1
2	8	7	0	0	1
2	9	8	0	0	1
2	10	9	0	0	1
2	11	10	0	0	1
2	12	11	0	0	1
2	13	12	0	0	1
2	14	13	0	0	1
2	15	14	0	1	1
2	16	15	1	1	1
2	17	16	1	0	1
3	4	3	0	1	1
3	5	4	1	0	1
3	6	5	0	1	1
3	7	6	1	0	1
3	18	7	0	0	1
3	19	8	0	0	1
3	20	9	0	0	1
4	21	3	1	1	1
4	5	4	1	0	1
4	6	5	0	1	1
4	22	6	1	0	1
4	23	7	0	0	1
4	24	8	0	0	1
4	25	9	0	0	1
4	26	10	0	1	1
4	27	11	1	0	1
5	4	3	0	1	1
5	5	4	1	0	1
5	28	5	0	0	1
5	29	6	0	1	1
5	30	7	1	0	1
6	4	3	0	1	1
6	5	4	1	0	1
6	6	5	0	1	1
6	31	6	1	0	1
6	32	7	0	0	1
6	33	8	0	1	1
6	34	9	1	0	1
6	35	10	0	0	1
7	21	3	1	1	1
7	5	4	1	0	1
7	6	5	0	1	1
7	31	6	1	0	1
7	36	7	0	1	1
7	37	8	1	0	1
7	38	9	0	0	1
7	39	10	0	1	1
7	40	11	1	0	1
8	4	3	0	1	1
8	5	4	1	0	1
8	6	5	0	1	1
8	41	6	1	1	1
8	42	7	1	0	1
8	43	8	0	0	1
8	44	9	0	0	1
9	4	3	0	1	1
9	45	4	1	1	1
9	46	5	1	0	1
9	47	6	0	0	1
9	48	7	0	0	1
9	49	8	0	0	1
9	50	9	0	0	1
9	51	10	0	1	1
9	52	11	1	0	1
10	4	3	0	1	1
10	5	4	1	0	1
10	6	5	0	1	1
10	53	6	1	0	1
10	54	7	0	0	1
10	55	8	0	1	1
10	56	9	1	0	1
10	57	10	0	0	1
10	58	11	0	1	1
10	59	12	1	0	1
11	4	3	0	1	1
11	5	4	1	0	1
11	6	5	0	1	1
11	53	6	1	0	1
11	54	7	0	0	1
11	55	8	0	1	1
11	60	9	1	0	1
11	61	10	0	0	1
12	4	3	0	1	1
12	5	4	1	0	1
12	6	5	0	1	1
12	53	6	1	0	1
12	62	7	0	1	1
12	63	8	1	0	1
12	64	9	0	1	1
12	65	10	1	0	1
13	4	3	0	1	1
13	5	4	1	0	1
13	6	5	0	1	1
13	53	6	1	0	1
13	54	7	0	0	1
13	66	8	0	1	1
13	67	9	1	0	1
13	32	10	0	0	1
13	68	11	0	0	1
14	21	3	1	1	1
14	5	4	1	0	1
14	6	5	0	1	1
14	69	6	1	1	1
14	70	7	1	1	1
14	71	8	1	1	1
14	72	9	1	0	1
14	73	10	0	0	1
14	74	11	0	0	1
14	75	12	0	0	1
14	76	13	0	0	1
15	4	3	0	1	1
15	5	4	1	0	1
15	6	5	0	1	1
15	77	6	1	0	1
15	78	7	0	1	1
15	79	8	1	1	1
15	80	9	1	0	1
15	81	10	0	1	1
15	82	11	1	0	1
15	83	12	0	0	1
15	84	13	0	0	1
16	4	3	0	1	1
16	5	4	1	0	1
16	6	5	0	1	1
16	77	6	1	0	1
16	85	7	0	0	1
16	86	8	0	0	1
16	87	9	0	1	1
16	88	10	1	0	1
17	4	3	0	1	1
17	5	4	1	0	1
17	6	5	0	1	1
17	89	6	1	0	1
17	90	7	0	0	1
17	91	8	0	0	1
17	92	9	0	0	1
17	93	10	0	0	1
17	94	11	0	0	1
17	95	12	0	1	1
17	96	13	1	0	1
17	97	14	0	1	1
17	30	15	1	0	1
17	51	16	0	1	1
17	52	17	1	0	1
18	4	3	0	1	1
18	5	4	1	0	1
18	6	5	0	1	1
18	98	6	1	0	1
18	99	7	0	1	1
18	100	8	1	0	1
18	101	9	0	0	1
18	102	10	0	0	1
18	103	11	0	0	1
18	104	12	0	0	1
18	39	13	0	1	1
18	105	14	1	0	1
18	106	15	0	1	1
18	107	16	1	0	1
19	4	3	0	1	1
19	5	4	1	0	1
19	6	5	0	1	1
19	108	6	1	0	1
19	109	7	0	1	1
19	110	8	1	0	1
19	111	9	0	1	1
19	112	10	1	0	1
19	113	11	0	1	1
19	114	12	1	0	1
20	4	3	0	1	1
20	5	4	1	0	1
20	115	5	0	0	1
20	116	6	0	0	1
20	117	7	0	0	1
21	4	3	0	1	1
21	5	4	1	0	1
21	118	5	0	0	1
21	119	6	0	1	1
21	120	7	1	0	1
22	4	3	0	1	1
22	5	4	1	0	1
22	118	5	0	0	1
22	119	6	0	1	1
22	120	7	1	0	1
22	121	8	0	0	1
22	122	9	0	0	1
22	123	10	0	0	1
23	4	3	0	1	1
23	5	4	1	0	1
23	118	5	0	0	1
23	119	6	0	1	1
23	124	7	1	0	1
24	4	3	0	1	1
24	5	4	1	0	1
24	125	5	0	0	1
24	126	6	0	0	1
24	127	7	0	1	1
24	128	8	1	1	1
24	129	9	1	1	1
24	130	10	1	0	1
24	131	11	0	0	1
25	4	3	0	1	1
25	5	4	1	0	1
25	125	5	0	0	1
25	132	6	0	1	1
25	133	7	1	0	1
26	4	3	0	1	1
26	134	4	1	0	1
26	135	5	0	0	1
26	136	6	0	0	1
26	1	7	0	0	1
26	9	8	0	0	1
26	137	9	0	1	1
26	63	10	1	0	1
27	4	3	0	1	1
27	138	4	1	0	1
27	139	5	0	0	1
27	140	6	0	0	1
27	141	7	0	0	1
28	4	3	0	1	1
28	138	4	1	0	1
28	142	5	0	0	1
28	143	6	0	0	1
28	144	7	0	1	1
28	145	8	1	0	1
29	4	3	0	1	1
29	138	4	1	0	1
29	146	5	0	0	1
29	147	6	0	0	1
29	148	7	0	1	1
29	149	8	1	0	1
30	4	3	0	1	1
30	150	4	1	0	1
30	151	5	0	0	1
30	152	6	0	0	1
30	153	7	0	0	1
31	4	3	0	1	1
31	150	4	1	0	1
31	154	5	0	0	1
31	155	6	0	1	1
31	156	7	1	0	1
32	4	3	0	1	1
32	150	4	1	0	1
32	157	5	0	0	1
33	4	3	0	1	1
33	150	4	1	0	1
33	158	5	0	1	1
33	159	6	1	1	1
33	160	7	1	0	1
33	161	8	0	0	1
33	90	9	0	0	1
33	91	10	0	0	1
34	4	3	0	1	1
34	150	4	1	0	1
34	162	5	0	0	1
34	163	6	0	0	1
34	164	7	0	1	1
34	165	8	1	0	1
35	4	3	0	1	1
35	150	4	1	0	1
35	162	5	0	0	1
35	163	6	0	0	1
35	164	7	0	1	1
35	166	8	1	0	1
36	4	3	0	1	1
36	150	4	1	0	1
36	162	5	0	0	1
36	163	6	0	0	1
36	164	7	0	1	1
36	166	8	1	0	1
36	167	9	0	1	1
36	168	10	1	0	1
37	4	3	0	1	1
37	150	4	1	0	1
37	162	5	0	0	1
37	169	6	0	0	1
37	170	7	0	1	1
37	171	8	1	0	1
38	4	3	0	1	1
38	172	4	1	0	1
38	173	5	0	0	1
38	174	6	0	1	1
38	175	7	1	1	1
38	176	8	1	0	1
38	177	9	0	0	1
39	4	3	0	1	1
39	172	4	1	0	1
39	178	5	0	0	1
39	179	6	0	0	1
39	180	7	0	1	1
39	181	8	1	0	1
40	4	3	0	1	1
40	182	4	1	0	1
40	183	5	0	0	1
40	184	6	0	0	1
40	185	7	0	1	1
40	186	8	1	0	1
41	4	3	0	1	1
41	182	4	1	0	1
41	187	5	0	0	1
41	188	6	0	0	1
42	4	3	0	1	1
42	182	4	1	0	1
42	187	5	0	0	1
42	189	6	0	0	1
42	83	7	0	0	1
42	190	8	0	1	1
42	191	9	1	1	1
42	192	10	1	0	1
42	177	11	0	0	1
43	4	3	0	1	1
43	182	4	1	0	1
43	187	5	0	0	1
43	193	6	0	0	1
43	194	7	0	0	1
43	195	8	0	0	1
44	4	3	0	1	1
44	182	4	1	0	1
44	187	5	0	0	1
44	193	6	0	0	1
44	196	7	0	0	1
44	197	8	0	0	1
44	198	9	0	0	1
44	199	10	0	1	1
44	200	11	1	0	1
45	4	3	0	1	1
45	182	4	1	0	1
45	201	5	0	0	1
45	202	6	0	0	1
45	203	7	0	0	1
45	204	8	0	0	1
45	91	9	0	0	1
45	205	10	0	1	1
45	206	11	1	0	1
45	106	12	0	1	1
45	107	13	1	0	1
46	4	3	0	1	1
46	207	4	1	0	1
46	208	5	0	1	1
46	209	6	1	0	1
46	125	7	0	0	1
46	210	8	0	0	1
46	170	9	0	1	1
46	211	10	1	1	1
46	212	11	1	0	1
47	4	3	0	1	1
47	207	4	1	0	1
47	213	5	0	0	1
47	214	6	0	0	1
47	57	7	0	0	1
48	4	3	0	1	1
48	207	4	1	0	1
48	208	5	0	1	1
48	215	6	1	0	1
48	204	7	0	0	1
48	216	8	0	0	1
48	217	9	0	1	1
48	218	10	1	0	1
48	219	11	0	0	1
48	213	12	0	0	1
48	220	13	0	1	1
48	145	14	1	0	1
49	4	3	0	1	1
49	207	4	1	0	1
49	221	5	0	0	1
50	4	3	0	1	1
50	207	4	1	0	1
50	222	5	0	0	1
50	68	6	0	0	1
50	223	7	0	0	1
50	224	8	0	1	1
50	225	9	1	0	1
50	226	10	0	1	1
50	107	11	1	0	1
50	227	12	0	1	1
50	228	13	1	1	1
50	229	14	1	0	1
50	177	15	0	0	1
51	4	3	0	1	1
51	207	4	1	0	1
51	222	5	0	0	1
51	68	6	0	0	1
51	223	7	0	0	1
51	224	8	0	1	1
51	230	9	1	1	1
51	17	10	1	0	1
52	4	3	0	1	1
52	207	4	1	0	1
52	222	5	0	0	1
52	68	6	0	0	1
52	217	7	0	1	1
52	231	8	1	1	1
52	17	9	1	0	1
53	4	3	0	1	1
53	207	4	1	0	1
53	222	5	0	0	1
53	74	6	0	0	1
53	232	7	0	0	1
53	14	8	0	0	1
54	4	3	0	1	1
54	207	4	1	0	1
54	222	5	0	0	1
54	233	6	0	0	1
54	234	7	0	0	1
54	38	8	0	0	1
54	235	9	0	0	1
54	236	10	0	0	1
54	237	11	0	0	1
54	153	12	0	0	1
55	4	3	0	1	1
55	207	4	1	0	1
55	238	5	0	1	1
55	239	6	1	0	1
55	240	7	0	0	1
56	4	3	0	1	1
56	207	4	1	0	1
56	238	5	0	1	1
56	239	6	1	0	1
56	240	7	0	0	1
56	119	8	0	1	1
56	241	9	1	0	1
57	4	3	0	1	1
57	207	4	1	0	1
57	238	5	0	1	1
57	242	6	1	0	1
57	243	7	0	0	1
57	244	8	0	1	1
57	245	9	1	0	1
58	4	3	0	1	1
58	207	4	1	0	1
58	246	5	0	0	1
58	247	6	0	1	1
58	248	7	1	0	1
58	249	8	0	0	1
58	232	9	0	0	1
58	14	10	0	0	1
58	250	11	0	0	1
58	251	12	0	0	1
58	252	13	0	0	1
58	253	14	0	0	1
59	4	3	0	1	1
59	207	4	1	0	1
59	246	5	0	0	1
59	247	6	0	1	1
59	254	7	1	0	1
59	255	8	0	0	1
59	256	9	0	0	1
59	257	10	0	0	1
59	258	11	0	0	1
59	259	12	0	0	1
59	237	13	0	0	1
59	260	14	0	0	1
60	4	3	0	1	1
60	207	4	1	0	1
60	246	5	0	0	1
60	247	6	0	1	1
60	261	7	1	0	1
60	262	8	0	0	1
60	263	9	0	0	1
60	264	10	0	0	1
60	265	11	0	0	1
60	266	12	0	0	1
60	267	13	0	0	1
61	4	3	0	1	1
61	207	4	1	0	1
61	268	5	0	1	1
61	37	6	1	0	1
61	38	7	0	0	1
61	39	8	0	1	1
61	105	9	1	0	1
61	269	10	0	1	1
61	270	11	1	0	1
62	4	3	0	1	1
62	271	4	1	0	1
62	141	5	0	0	1
62	272	6	0	0	1
62	273	7	0	0	1
63	4	3	0	1	1
63	271	4	1	0	1
63	141	5	0	0	1
63	274	6	0	0	1
63	275	7	0	0	1
63	276	8	0	0	1
64	4	3	0	1	1
64	271	4	1	0	1
64	277	5	0	0	1
64	83	6	0	0	1
64	278	7	0	1	1
64	165	8	1	0	1
65	4	3	0	1	1
65	271	4	1	0	1
65	277	5	0	0	1
65	279	6	0	0	1
65	280	7	0	0	1
66	4	3	0	1	1
66	281	4	1	1	1
66	282	5	1	0	1
66	43	6	0	0	1
66	44	7	0	0	1
67	4	3	0	1	1
67	281	4	1	1	1
67	283	5	1	0	1
67	284	6	0	0	1
67	83	7	0	0	1
67	278	8	0	1	1
67	166	9	1	0	1
67	285	10	0	0	1
67	286	11	0	0	1
68	4	3	0	1	1
68	287	4	1	0	1
68	288	5	0	0	1
68	289	6	0	0	1
68	290	7	0	0	1
68	291	8	0	0	1
69	1	3	0	0	1
69	9	4	0	0	1
69	292	5	0	1	1
69	293	6	1	1	1
69	294	7	1	0	1
69	177	8	0	0	1
70	4	3	0	1	1
70	287	4	1	0	1
70	122	5	0	0	1
70	55	6	0	1	1
70	295	7	1	0	1
70	118	8	0	0	1
70	119	9	0	1	1
70	241	10	1	0	1
71	4	3	0	1	1
71	287	4	1	0	1
71	122	5	0	0	1
71	55	6	0	1	1
71	296	7	1	0	1
71	213	8	0	0	1
71	297	9	0	0	1
71	298	10	0	0	1
72	4	3	0	1	1
72	287	4	1	0	1
72	122	5	0	0	1
72	55	6	0	1	1
72	296	7	1	0	1
72	222	8	0	0	1
72	74	9	0	0	1
72	299	10	0	1	1
72	300	11	1	0	1
72	301	12	0	1	1
72	302	13	1	1	1
72	303	14	1	0	1
73	4	3	0	1	1
73	287	4	1	0	1
73	122	5	0	0	1
73	55	6	0	1	1
73	304	7	1	0	1
73	141	8	0	0	1
73	144	9	0	1	1
73	145	10	1	0	1
74	4	3	0	1	1
74	287	4	1	0	1
74	122	5	0	0	1
74	55	6	0	1	1
